date_publication,contrat,intitule,description,secteur_activite,niveau_etudes,entreprise,description_entreprise,ville,date_modif
2023-12-23 10:01:18+00:00,CDI,Data scientist H/F,"Dans le cadre du développement de notre entité Abylsen ST/RA (Sciences & Technologies Rhône-Alpes Auvergne Bourgogne), spécialisée dans le Transport (automobile, aéronautique, défense, spatiale et ferroviaire), l'Industrie Lourde (métallurgie, aciérie) et l'Energie, nous recherchons un Data scientist H/F pour intégrer notre équipe et apporter votre expertise sur l'ensemble de nos projets. Votre rôle consistera à : * Collecter et analyser les données internes et externes par l'utilisation de méthodes statistiques pour connaitre et exploiter en continu les évolutions des domaines d'application ; * Sélectionner et mettre en oeuvre des algorithmes d'apprentissage automatique pertinents sur les cas d'usage (Machine Learning, Deep Learning etc.) ; * Communiquer les résultats et les solutions avec les équipes métiers et instances de direction en veillant à vulgariser les concepts complexes ; * Maintenir, faire évoluer et documenter les modèles existants en collaboration avec les utilisateurs.Ce poste est fait pour vous si vous avez : * Une formation de minimum Bac+5 avec une spécialisation en Statistique ou Informatique Décisionnelle. * Une première expérience significative sur un poste similaire. Environnement technique : * Bases de données SQL/NoSQL. * Langages de programmation (Java, SQL, Python, R, SAS etc.). * Méthodes et algorithmes de Machine Learning et de Deep Learning. Au-delà de vos connaissances techniques, c'est véritablement votre personnalité qui fera la différence ! Abylsen, c'est également : * Des opportunités d'Évolution : Explorez de nouveaux horizons professionnels, votre carrière n'a pas de limites.  * Une formation Continue : Notre plateforme 360learning vous offre des formations en ligne adaptées. * Un environnement Inclusif : Chez Abylsen, nous célébrons la diversité et l'inclusion. * Des Avantages : * Statut contractuel CDI * 25 jours de congés payés et 11 jours de RTT * Comité d'entreprise * Prise en charge des transports à 100% * Accord de participation * Prime vacances Rejoignez-nous pour une aventure où chaque jour est une opportunité de repousser les limites et de transformer les défis en succès. Ensemble, écrivons l'avenir de l'ingénierie et de l'innovation ! Dans le cadre de l'égalité des chances, toutes nos offres d'emploi sont ouvertes aux personnes en situation de handicap.",Autres activités informatiques,,Abylsen,"ABYLSEN est bien plus qu'un groupe de conseil en ingénierie ; c'est une communauté internationale de 2600 passionnés qui ont généré un chiffre d'affaires de 225M en 2022. Notre histoire commence en 2005, lorsque plusieurs entrepreneurs ont uni leurs forces autour d'une vision ambitieuse : construire un réseau solide au cœur des grandes régions européennes.",Grenoble,2023-12-23 10:01:18+00:00
2023-12-22 08:59:09+00:00,CDI,"Data Scientist F/H - Système, réseaux, données (H/F)","Descriptif du poste:Imaginez demain.Au sein du département « R&D Information System », vous rejoignez l'équipe R&D Data Science qui est en charge de la spécification, du développement, de la mise en production et de la maintenance d'un système décisionnel permettant d'aider les équipes DevOps dans la supervision et l'optimisation de notre chaîne de production : intégration continue et déploiement continu.Dans l'approche DevOps, les équipes prennent en charge les parties Continuous Monitoring and Learning soit :Le développement des robots de collection et d'agrégation de données massives issues de nos chaînes de développement, d'opérations et de production.La conception, le développement et le test des algorithmes innovants : Descriptive analytics, Predictive analytics, Discovery analytics and Perspective analytics. La présentation des résultats sous forme de Dashboard pour nos équipes DevOps. Vos missions Dans ce contexte, nous avons lancé des projets ambitieux autour du développement des systèmes intelligents automatisant autant que possible la vérification, le suivi et l'optimisation de la qualité de nos développements et proposant des solutions innovantes pour corriger, optimiser et s'adapter continuellement à l'évolution de nos produits.En tant que Data Scientist, vous interviendrez sur ces projets internes et serez amené à réaliser les missions suivantes :Assurer une veille technique et scientifique sur divers sujets notamment l'évolution des modèles génératifs (Large Language Models - LLM).Identifier et exploiter les sources de données pertinentes à nos projets.Proposer de nouvelles approches d'optimisation (Finetuning, Prompt Engineering) pour améliorer l'efficacité des modèles génératifs dans l'aide au développement software.Evaluer les nouvelles approches proposées en termes d'efficacité et de performance, en utilisant des métriques adaptées.S'assurer de la bonne industrialisation des solutions (tests unitaires, tests de non régression, approche devops).Développer des outils, des processus et des rapports ou des visualisations de données spécifiques pour documenter, capitaliser et communiquer votre travail et vos résultats.Vous travaillerez en collaboration avec l'équipe Data Science et les autres équipes du département, plus particulièrement les équipes : SI, BI et les architectes.Profil recherché: Vous justifiez d'une expérience antérieure en apprentissage automatique et en traitement du langage naturel, avec une expertise en modèles génératifs.Vous maîtrisez des langages de programmation tels que Python et des bibliothèques ML pertinentes.Vous êtes familier avec les environnements d'intégration continue et les meilleures pratiques.Votre anglais est courant, à l'écrit comme à l'oral.",Édition de logiciels applicatifs,,Dassault Systèmes SE," 

Dassault Systèmes, l'entreprise de la 3DEXPERIENCE, est un « accélérateur de progrès humain ». Elle propose aux entreprises et aux particuliers des environnements virtuels collaboratifs qui leur permettent d'imaginer des innovations plus durables. En développant un jumeau virtuel du monde réel, grâce à la plateforme 3DEXPERIENCE et à ses applications, Dassault Systèmes donne à ses clients les moyens de repousser les limites de l'innovation, de l'apprentissage et de la pr...",Velizy Villacoublay,2023-12-22 08:59:09+00:00
2023-12-22 08:47:24+00:00,CDD,Data scientist (H/F),"Le Groupe NRJ, riche de ses 1600 collaborateurs, figure parmi les principaux groupes de médias privés français et est aujourd'hui un acteur incontournable du marché de la communication grâce à une offre globale (Radio, TV, Digital) et des marques fortes sur la Radio (NRJ, CHERIE FM, NOSTALGIE, RIRE & CHANSONS), la Télévision (NRJ 12, CHERIE 25, NRJ HITS) et par sa filiale de diffusion TowerCast. A l'international, le Groupe est implanté dans 16 autres pays, soit par le biais d'implantations directes, soit via des partenariats ou des contrats de licence de marque NRJ/ENERGY, première marque radio internationale, et/ou NOSTALGIE/NOSTALGIA. NRJ s'engage depuis plusieurs années en faveur de l'insertion des personnes en situation de handicap. Au-delà de nos différences, nous accordons la plus grande importance aux compétences et aux motivations de chacun.         Date de démarrage souhaitée : 18/03/2024Type de contrat : CDDStatut : cadreDurée du contrat  : 3 moisPoste ouvert aux travailleurs en situation de handicapRattaché(e) au Directeur de la Stratégie et des Etudes, vos missions seront les suivantes : - Détection de signaux pertinents à destination des antennes du groupe et de la direction générale à partir des données émanant des réseaux sociaux (via Talkwalker)- Maintien d'une écoute sociale média du marché, intégrant les antennes et contenus du groupe et de la concurrence- Réalisation d'analyses de données internes et externes remis aux antennes du groupe (via Tableau & Excel)- Détection de nouveaux talents et de nouveaux contenus pour le groupe- Mise en place d'analyses sur les tendances de consommation du grand public et de nos consommateurs/internautes/auditeurs/téléspectateurs- Collaboration avec les différents services pour la propagation des données pertinentes auprès des entités concernées   De formation BAC+4/5, vous justifiez d'une expérience d'au moins 3 ans sur un poste similaire. A l'aise avec la data, vous maîtrisez MS Office, Tableau Software, Talkwalker et la langue anglaise. Rigueur, autonomie, excellent relationnel et esprit d'équipe sont les qualités requises pour réussir à ce poste.Le Groupe NRJ a pour ambition de permettre à ses collaborateurs de s'épanouir et de progresser tout en garantissant l'égalité de traitement, la diversité et la non-discrimination",Activités des sièges sociaux,,NRJ GROUP,,Paris,2023-12-22 17:38:57+00:00
2023-12-22 05:46:00+00:00,CDD,DGSI 92 - CHEF(FE) DE SECTION DATA SCIENTIST (SIC) (H/F),"Référence CSP: MINT_BS092PNA-78070  Groupe RIFSEEP : 1 Vos activités principales :Vous occupez le poste hiérarchique de chef(fe) de la section dédiée à la data science, avec comme rôle de piloter l'équipe qui conçoit et réalise des solutions de traitement automatique du langage au service de la Direction.- Piloter la section- Accompagner et faire monter en compétences les agents de la section- Organiser les travaux de la section conformément aux priorités arbitrées- S'assurer de la bonne avancée des projets de la section- Être force de proposition pour concevoir de nouveaux outils à destination des agents de la direction- Assurer les entretiens de recrutement- Proposer des choix d'architecture technique pour les solutions- Mettre en place une démarche expérimentale pour adapter, tester, évaluer et intégrer l'état de l'art scientifique et technique dans le domaine des sciences des données.- Choisir des métriques et des protocoles expérimentaux au service d'une méthodologie scientifique d'évaluation et d'amélioration des solutions en place ou en cours d'acquisition.- Développer des preuves de concept afin de démontrer la valeur ajoutée d'une solution scientifique pour répondre à un besoin métier.- Concevoir des pipelines de traitement s'appuyant sur modèles de Machine Learning / Deep Learning. PROFIL RECHERCHÉ : Issu(e) d'une formation bac+5 avec une spécialisation DataScience ou justifiant d'une expérience de 5 années dans le domaine.Techniques liées à l'apprentissage machine (machine learning, classification, modélisation, deep learning, etc.). Évaluer, entraîner et déployer des modèles, expliquer les modèles et les prédictions pour les métiers.Expertises mathématiques pour l'apprentissage automatique (algorithmique, optimisation, statistiques).Expérience de 3 ans de management dans un domaine scientifique.Compétences à acquérir :Principaux gisements de données existantes (GitHub, Kaggle, OpenData, etc.).Votre environnement professionnel :Ne peut être communiqué en raison de la confidentialité des missions du service.",,,,Ministère de l'Intérieur,Hauts De Seine,2023-12-22 05:46:00+00:00
2023-12-21 09:45:18+00:00,CDI,Data scientist (H/F),"Nous cherchons un Développeur Python Expérimenté pour notre équipe de Data Science, spécialisé dans l'intégration de technologies telles que la génération augmentée de récupération (RAG) et OCR, ainsi que dans l'utilisation de modèles de langage à grande échelle (LLM) via des API. Responsabilités principales : 1. Intégration de Technologies Avancées : Intégrer des technologies comme RAG et OCR dans les applications de data science. 2. Développement et Intégration : Concevoir et développer des applications en Python, intégrant des LLM via API et des modèles pré-entraînés. 3. Optimisation et Développement : Assurer la robustesse et l'évolutivité des applications développées.    Compétences et Expertise Requises : - Expertise en Python : Compétences avancées en développement Python. - Expérience avec LLM et API : Expérience pratique avec l'intégration de LLM et l'utilisation d'API de modèles pré-entraînés. - Bases en Data Science : Compréhension des principes de base de la data science pour une collaboration efficace. - Une expérience sur le CLOUD serait un plus.Qualifications Requises : - Formation : Diplôme en informatique, génie logiciel, ou dans un domaine connexe.   - Expérience Professionnelle : Expérience significative dans le développement d'applications Python, de préférence dans un contexte de data science",Administration publique (tutelle) des activités économiques,,Afnor Groupe,,St Denis,2023-12-22 17:53:45+00:00
2023-12-20 04:45:57+00:00,CDD,DATASCIENTIST F/H (H/F),"Référence CSP: 2023-1428695  Au sein de la sous-direction Observation de la santé et de l'assurance-maladie, dans le Lab innovation et évaluation en santé, le/la data scientist participe à différents projets du Lab mobilisant des données de santé, notamment sur l'Infra Big-Data de la Drees qui héberge des projets innovants de data-science et des appariements de la Drees comme l'EDP-Santé, et contribue à l'appui transversal que peut apporter l'équipe aux autres bureaux thématiques de la sous-direction ou à d'autres directions du ministère.Les missions peuvent donc être variées et aller de l'exploitation de données massives (en particulier des données du système national des données de santé - SNDS - base médico-administrative extrêmement riche), au développement de modèles statistiques, économétriques, et/our de deep learning, d'interprétation et restitution d'analyses à partir de ces données (études publiées dans les collections de la Drees) et de data visualisation, à des actions de diffusion de bonnes pratiques ou d'outils innovants ou dont les usages se développent parmi les statisticiens de la Drees ou de ses partenaires.Les projets pourront dépendre de l'actualité et des besoins de la Drees confiés au Lab mais, à titre d'illustration, les projets en cours ou récents auxquels participent les datascientists du Lab sont par exemple les suivants :- Utilisation de méthodes de deep learning issues du traitement du langage naturel pour représenter les séquences de soin du SNDS dans une perspective prédictive (partenariat de recherche avec l'Inria)- Comparaison de sources administratives multiples, dont le SNDS, pour évaluer et améliorer la qualité de l'information statistique- Animation de webinaires ou ateliers pour diffuser des méthodes ou outils innovants pour les agents de la Drees ou ses partenaires, comme les ARS - Appui à un bureau thématique de la sous-direction pour l'exploitation d'une enquête ou d'une source administrative en lien avec les statisticiens du bureau- Évolution de l'infrastructure Bigdata et mise à disposition de données du SNDS dans un format optimisé pour la requête et l'étude des parcours de soinLe/la data scientist aura une part active et devra être force de proposition sur les différents projets mobilisant l'équipe. Il/elle devra également faire preuve d'autonomie et d'une bonne capacité d'adaptation pour mener à bien des projets de nature différente.Une expertise sur les données du SNDS serait très appréciée.",,,,"Le ministère des Solidarités et de la Santé prépare et met en œuvre la politique du Gouvernement dans les domaines de la solidarité, de la cohésion sociale, de la santé publique et de l'organisation du système de santé. Il participe à la définition et à la mise en œuvre de la politique du Gouvernement dans le domaine de la protection sociale.Il comprend 8 directions d'administration centrale dont principalement:La direction générale de la santé ;La direction générale de l'...",Paris (Dept.),2023-12-27 04:39:18+00:00
2023-12-20 03:00:13+00:00,CDI,Data Scientist F/H - SHOPOPOP (H/F),"Votre poste    La Data chez Shopopop est à la fois utilisée comme aide à la décision en support des choix techniques, marketing et commerciaux et intégrée directement au sein de nos produits. Avec la forte croissance de l'entreprise, les missions au sein de l'équipe Data n'ont cessé de croître et nous sommes actuellement en train de finaliser la création d'un Datawarehouse.   Paul, notre Data Scientist, s'étant envoler pour l'étranger, c'est avec impatience que Jean-Marc, Team Lead Data, et Jordan, Data Scientist, attendent d'accueillir leur futur.e collègue au poste de Data Engineer.   Vous rejoindrez une équipe Tech travaillant en contexte agile :  - 1 Engineering Manager - 1 CTO - 1 SRE - 1 Lead Dev transverse - 1 équipe Frontend (4 développeurs Front) - 1 équipe Backend (1 Lead Dev et 8 développeurs Back) - 1 équipe Mobile (4 développeurs Mobile) - 1 Head of Product - 3 Product Owners - 2 Product Designers - 2 Testeurs QA    L'écosystème de données permet d'intervenir sur l'ensemble des domaines métiers. Ici, la Data met son grain de sel partout  En contact quotidien avec l'ensemble des services de Shopopop, le poste a une réelle portée opérationnelle :   - une pincée de segmentation pour davantage de visibilité selon les besoins marketing et business ; - de l'analyse de churn pour améliorer la rétention de nos cotransporteurs ; -  une cuillerée de yield management pour optimiser la marge; - le tout saupoudré d'analyse géospatiale pour optimiser la logistique et la visibilité des livraisons ✨    En plus de l'optimisation, la création et l'implémentation de ces algorithmes dans un environnement microservices, vous serez en charge de les tester et d'assurer leur mise en production pour faire évoluer le produit. La partie analyse de données fera aussi partie de votre quotidien.   Si ce que vous avez lu jusqu'ici vous a mis en appétit, voici plus de détail    Vos missions     Créer, optimiser, développer et implémenter des microservices avec FastAPI et optimiser la code base en Python liée à la visibilité des livraisons dans un environnement de production ; Développer et maintenir une pipeline data intégrant des sources de données diverses ;   - Identifier les leviers d'améliorations Data sur l'environnement de production; - Faire des analyses ponctuelles de données sur des besoins métiers, produit et marketing et mener des analyses exploratoires en travaillant étroitement avec les équipes métier pour comprendre et répondre à leurs besoins; - Participer aux tâches récurrentes de l'équipe Data telles que la maintenance pipeline data et l'amélioration des méthodes d'analyse et de modélisation.    Environnement technique : Python (Pandas et Scikit Learn), FastAPI, MySQL / PostgreSQL, DBT, Qlik Sense, GitHub, Jira, Confluence, Cloud. Vous avez au moins 3 ans d'expérience en analyse de données avec du développement Python afin d'être à même de vous intégrer rapidement à l'environnement de développement et de partager votre expérience ;  Charmeur.euse de serpent dans l'âme, développer et déployer en production du code en Python dans un environnement Cloud ☁ fait parti de votre quotidien  ; Vous maîtrisez la stack Python Data Science et le SQL ; Vous avez de l'expérience en data engineering, en statistique, en machine learning et en data visualisation ;   Vous avez déjà été amené(e) à participer à la création et au maintien d'une pipeline data ️      Déroulement des entretiens   1️⃣ Premier échange téléphonique avec notre Camille, notre Talent Acquisition Manager 2️⃣ Entretien avec Jean-Marc, notre Team Lead Data, et Jordan, notre Data Scientist 3️⃣ Dernier entretien avec Matthieu, notre Head of Product   Et voilà, bienvenue chez nous      Ce que nous offrons à nos collaborateurs    - Vous arrivez au bon moment pour prendre une place stratégique dans une organisation en croissance - Vous rejoignez une équipe Data bienveillante où l'entraide tient une place importante - Vous bénéficiez d'une grande autonomie et d'un environnement où vos prises d'initiatives sont encouragées  Et en bonus :  - Jusqu'à 3 jours de télétravail possibles par semaine - Forfait Mobilité Durable (abonnement transport pris en charge à 100% / 200€ pour l'utilisation de mobilités douces) - Carte Swile (8.5€ par journée travaillée, pris en charge à 60%) - Des locaux flambant neufs à Nantes, proches de la gare  - Un espace déjeuner et un espace repos où le café, le thé et les gourmandises sont à volonté - Une mutuelle (A",,,SHOPOPOP,"Créé en 2015, Shopopop est un service de livraison en cotransportage. Au cœur de l'économie collaborative, Shopopop réinvente la livraison autour d'une vertu collective et vertueuse.
  
 De leur côté, les commerçants proposent la livraison à domicile en cotransportage à leurs clients. Une solution de livraison flexible, humaine et responsable qui ne nécessite pas d'investissement matériel ou humain pour eux.
 Pour réaliser ces livraisons, des particuliers, les cot...",Nantes,2024-01-09 10:45:56+00:00
2023-12-19 11:06:03+00:00,CDD,DGSI 92 - ADJOINT(E) CHEF DE SECTION DATA SCIENTIST (SIC) (H/F),"Référence CSP: MINT_BS092PNA-77815  Groupe RIFSEEP : 3 Vos activités principales :Rattaché(e) directement au chef de section Data Science, vous occupez le poste hiérarchique d'adjoint au chef d'une section, avec comme rôle de co-piloter l'équipe qui conçoit et réalise des solutions de traitement automatique du langage au service de la Direction :Vos missions consistent à :- Co-piloter la section- Organiser les travaux de la section conformément aux priorités arbitrées- s'assurer de la bonne avancée des projets de la section- Etre force de proposition pour concevoir de nouveaux outils à destination des agents de la direction- Accompagner et faire monter en compétences les agents de la section- Assurer les entretiens de recrutement- Mettre en place une démarche expérimentale pour adapter, tester, évaluer et intégrer l'état de l'art scientifique et technique dans le domaine des sciences des données.- Développer des preuves de concept afin de démontrer la valeur ajoutée d'une solution scientifique pour répondre à un besoin métier.- en fonction des priorités, suivre ou piloter en propre certains projets majeurs de la section PROFIL RECHERCHÉ : Issu(e) d'une formation bac+5 ou justifiant d'un niveau similaire.Expérience de management dans un domaine scientifique ou dans les métiers de la directionUne appétence pour la data science et le domaine de l'intelligence artificielle est indispensable.Compétences à acquérir :Techniques liées à l'apprentissage machine (machine learning, classification, modélisation, deep learning, etc.). Évaluer, entraîner et déployer des modèles, expliquer les modèles et les prédictions pour les métiers.Expertises mathématiques pour l'apprentissage automatique (algorithmique, optimisation, statistiques).Principaux gisements de données existantes (GitHub, Kaggle, OpenData, etc.).Votre environnement professionnel :Ne peut être communiqué en raison de la confidentialité des missions du service.",,,,Ministère de l'Intérieur,Hauts De Seine,2023-12-19 11:06:03+00:00
2023-12-19 09:55:34+00:00,CDD,Data scientist (H/F),"Au sein de l'équipe IT en charge de la certification des métriques de risque, les développeurs contribuent à la transformation digitale de la banque d'investissement.En s'appuyant sur une plateforme Python & Big data existante, l'objectif est de proposer des solutions innovantes aux analystes pour notamment améliorer la qualité de la certification et leur faire gagner du temps.En collaboration avec votre maître de stage qui assurera votre formation, le(la) stagiaire participera à ces outils nouvelle génération qui allient un savoir-faire à la fois IT et Finance de marché.Concrètement, vous serez amené(e) à : * Découvrir le métier d'un data scientist en contribuant directement sur ces sujets ou/et sur du tooling transversal, que cela soit de l'exploration, ou de l'industrialisation. * Acquérir des connaissances en Python, Big Data, et Finance de marché. * Interagir au sein d'une équipe internationale et multi-compétences.Nous adapterons le contenu du stage en fonction de vous et de ce qui a le plus de valeur ajoutée pour la banque.Des pistes à explorer pourront être proposées au stagiaire, mais celui(celle)-ci pourra aussi en proposer et les expérimenter.* Vous préparez un Bac +5 en Ecole de commerce, Université ou en Ecole d'Ingénieur avec une spécialité en informatique * Vous avez le réflexe de demander « pourquoi ? », « pour qui ? », « quand ? » et « combien ? * Vous avez des connaissances en Python, Machine learning * You're fluent in english ! Vous êtes notre candidat(e) idéal(e) !",Autres activités informatiques,,Societe Generale,"Société Générale, un des tout premiers groupes européens de services financiers et acteur important de l'économie depuis plus de 150 ans, accompagne au quotidien 30 millions de clients grâce à ses 133 000 collaborateurs présents dans 61 pays.",Puteaux,2023-12-19 09:55:34+00:00
2023-12-19 08:50:28+00:00,CDI,Data Scientist - TOULOUSE (H/F),"LE CONTEXTEDans le cadre de son programme Applied AI sur l'intelligence artificielle, le département R&I travaille sur l'évaluation de l'impact environnemental de l'intelligence artificielle dans le but de rendre son utilisation plus éco-responsable.Dans un contexte de démocratisation de l'IA et de course aux algorithmes de plus en plus complexes et performants, ce sujet représente un réel enjeu sachant que la seule phase d'apprentissage d'un algorithme de Deep Learning peut émettre des dizaines voire des centaines de tonnes de CO2 égalant ainsi l'impact environnemental de plusieurs voitures sur l'ensemble de leur durée de vie. Dans le cadre de votre stage, vous serez amené(e) à travailler sur la recherche et la conception d'estimateurs mathématiques pour la consommation énergétique de modèles de Deep Learning.Une fois que plusieurs estimateurs auront été identifiés, ces derniers seront alors testés sur différents cas d'utilisation (Computer Vision, NLP) et différents types de modèles afin d'en comprendre la précision et les limites. Finalement, l'estimateur ou les estimateurs retenus pourront être étendu afin de prendre en compte d'autres impacts environnementaux que la seule empreinte carbone.En tant que stagiaire Data Scientist, votre tâche en sont liées à :  *  Etat de l'art des approches analysant la consommation énergétique des modèles de Deep Learning  *  Définition d'un cadre d'étude pour l'influence des différents paramètres sur la consommation énergétique  *  Identification d'un ensemble d'estimateur mathématique de la consommation énergétique d'un modèle de Deep Learning donné  *  Analyse critique, synthèse des résultats et rédaction scientifique  *  Extension de ces estimateurs à d'autres impacts environnementaux",,,Forum Emploi-Formation-Alternance: Talents Handicap,,Garonne (Haute),2023-12-19 08:50:28+00:00
2023-12-19 08:49:50+00:00,CDI,Data Scientist - AIX EN PROVENCE (H/F),"LE CONTEXTEDans le cadre de son programme Applied AI sur l'intelligence artificielle, le département R&I travaille sur l'évaluation de l'impact environnemental de l'intelligence artificielle. Ce sujet représente un réel enjeu sachant que la seule phase d'apprentissage d'un algorithme de Deep Learning peut émettre des centaines de tonnes de CO2 égalant ainsi l'impact environnemental de plusieurs voitures sur l'ensemble de leur durée de vie. Dans le cadre de votre stage, vous serez amené(e) à travailler sur la conception d'estimateurs mathématiques pour la consommation énergétique de modèles de Deep Learning. Une fois que plusieurs estimateurs auront été identifiés, ces derniers seront testés sur différents cas d'utilisation et différents types de modèles afin d'en comprendre la précision et les limites. Finalement, l'estimateur ou les estimateurs retenus pourront être étendu afin de prendre en compte d'autres impacts environnementaux que la seule empreinte carbone.VOTRE tâcheEn tant que stagiaire Data Scientist (H/F), votre tâche en sont liées à :  *  Etat de l'art des approches analysant la consommation énergétique des modèles de Deep Learning  *  Définition d'un cadre d'étude pour l'influence des différents paramètres sur la consommation énergétique  *  Identification d'un ensemble d'estimateur mathématique de la consommation énergétique d'un modèle de Deep Learning donné  *  Analyse critique, synthèse des résultats et rédaction scientifique  *  Extension de ces estimateurs à d'autres impacts environnementaux",,,Forum Emploi-Formation-Alternance: Talents Handicap,,Beaurecueil,2023-12-19 08:49:50+00:00
2023-12-16 17:22:01+00:00,CDI,Ingénieur data scientist  ia dans l'industrie  f/h (H/F),"Nous recherchons un(e) Data Scientist H/F, ayant déjà une expérience réussie dans l'industrie, pour rejoindre notre équipe Performance Opérationnelle.Votre mission Dans le cadre de notre stratégie industrie 4.0, vous ferez preuve d'innovation pour optimiser nos processus industriels. Vous développerez des solutions en :Modélisation Mathématique, Recherche Opérationnelle et Aide à la Décision, Computer vision, Machine Learning, Analyse de séries temporelles, Statistique, Data mining, Maintenance prédictive, etc.Vos responsabilitésTravailler en étroite collaboration avec les équipes opérationnelles pour comprendre les besoins métier et identifier les opportunités d'optimisation grâce à l'Intelligence Artificielle.Analyser les données, concevoir des solutions, développer vos modèles pour résoudre des problèmes opérationnels.Travailler avec les équipes du système d'information pour déployer votre solution sur la plateforme IA du site industriel.",,,,,Pierrelatte,2023-12-16 17:22:01+00:00
2023-12-13 07:54:45+00:00,CDI,"Data Scientist Senior F/H - Système, réseaux, données (H/F)","Descriptif du poste:Au sein de la nouvelle Direction Data, chargée de l'exploitation et de la valorisation des données à travers le groupe, nous recherchons un Data Scientist confirmé (H/F) pour intégrer une équipe dynamique en forte croissance composée de Data Scientists, Data Engineers, Product Owners, DevOps et Full Stacks.  Au quotidien vous serez amené à : -Désigner et créer des algorithmes, construire des modèles, prototyper les solutions imaginées sur des données hétérogènes et mondiales ;-Travailler en équipe avec les Data Scientists de la Direction Data ;-Identifier de nouvelles sources de données pertinentes, proposer des  use cases  innovants ;-Interagir étroitement avec les Data Engineers de la Direction Data et de la DSI pour l'intégration, mise en production des outils et algorithmes ;-Développer vos prototypes directement sur notre plateforme Big Data et aurez la responsabilité technique des projets.-Vous aurez la chance de participer à la mise en place de cette Direction, et interviendrez sur l'ensemble de la chaine Data à nos côtés.Profil recherché:Amoureux de la Data, passionné par ses utilisations, avec un esprit innovant et autonome. Vous cherchez à relever un défi et êtes motivé par les challenges en perspective. De formation Bac +5 minimum de type école d'ingénieur, vous avez au moins 3 années d'expérience préalable dans le traitement de données en industrie, avec le développement d'algorithmes sur une infrastructure Big Data. Vous avez idéalement déjà été amené à gérer des équipes en mode projet et êtes autonome sur l'architecture du projet, le chiffrage des tâches et le respect des délais. Vous maîtrisez un environnement Cloud (AWS, Azure, etc) Vous avez une connaissance des modèles de Machine Learning aussi bien théorique que pratique, et avez le désir d'approfondir ces compétences.  Compétences requises : -Connaissance pointue en Machine Learning, Artificial Intelligence, Econométrie avec des expériences d'utilisations sur données réelles ;-Capacité reconnue à travailler avec les langages tels que Java, Python, Scala, etc. et sur les infrastructures Big Data ;-Compréhension fine des enjeux business ;-Habilité à communiquer sur les algorithmes et les applications développées à des non experts (anglais & français) ;-Force de proposition et esprit innovant ;-Expérience de travail en équipe. La maîtrise de l'anglais est indispensable pour ce poste à dimension internationale.",Régie publicitaire de médias,,JCDecaux,"JCDecaux est N°1 mondial du mobilier urbain et de la publicité dans les transports, N°1 européen de l'affichage grand format et leader dans le vélo en libre-service. Avec un effectif de plus de 13 000 collaborateurs, le Groupe est présent dans plus de 80 pays. Un chiffre d'affaires de 3 618,5 millions d'euros a été réalisé en 2018. Inventeur du concept du Mobilier Urbain en 1964, JCDecaux est le seul acteur mondial à exercer exclusivement le métier de la Communication Extérieure.",Neuilly Sur Seine,2024-01-12 05:45:36+00:00
